file,formula,ismetal,H-mass,e-mass,bandgap,bandgap_type,formation_energy_per_atom,ehull,¦Å¡Î ,¦Å¡Í 
327,CrO2,TRUE,,,-0.2742,Indirect,-1.16198325,1.485999771,,
328,B10H13I,FALSE,4.008,-4.03,2.725,Indirect,-0.733761667,0.02824875,,
329,CuI2,TRUE,,,-1.5661,Indirect,-0.5392155,0.361943857,,
330,CuI4,TRUE,,,-0.946,Indirect,-0.44368236,0.128385934,,
331,CuO,TRUE,,,-0.6401,Indirect,-1.685675938,0.398059384,,
332,CuSe2Tl2,TRUE,,,-1.9505,Indirect,-0.389559424,0.492859467,,
333,Dy2FS2,TRUE,,,-0.5754,Indirect,-0.674630848,2.075450617,,
334,Dy2Si2Ti,TRUE,,,-1.2325,Indirect,0.847775937,1.79475566,,
335,Er2I2O,TRUE,,,-0.6037,Indirect,-1.20168404,1.211456267,,
336,F11SbXe,FALSE,-26.853,-18.887,2.1975,Indirect,-1.255351212,0.012746788,,
337,F12P4Pt,FALSE,-25.728,-30.799,5.0171,Indirect,-2.244134713,0.021024824,2.742106165,3.77048904
338,F2Kr,FALSE,4.969,-13.125,3.0563,Direct,-0.008273333,0.079594667,2.043803204,3.682858498
339,F2NP,FALSE,-27.222,-129.575,5.4468,Indirect,-1.703350182,0.027281875,,
340,F2O2Os,FALSE,-109.102,-33.418,1.6024,Direct,-1.6364416,0.2686076,,
341,F2O2Se,FALSE,-36.091,10.408,3.1781,Indirect,-1.520141673,0.243705642,,
342,F2O2Xe,FALSE,0.784,23.796,2.0655,Indirect,0.0029046,0.90066889,,
343,B2Cl2P,FALSE,-16.474,3.215,3.7746,Indirect,-0.740175451,0.326453453,,
344,F2O5S2,FALSE,15.584,-23.191,5.8648,Indirect,-2.071532388,0.033245833,2.856144396,3.546515302
345,F2OS,FALSE,-2.82,-8.128,5.2062,Direct,-1.845932749,0.063576656,2.746488746,4.781191753
346,F2Xe,FALSE,7.791,-14.249,3.0099,Indirect,-0.39300665,0.140636683,,
347,F3H2P,FALSE,-12.723,-5.036,6.6678,Direct,-1.747736905,0.046116083,3.197090577,3.128667729
348,F3I,FALSE,-1.194,-10.611,2.5037,Indirect,-1.310324438,0.132711795,,
349,B2Cl3N,FALSE,-65.075,2.168,4.3304,Indirect,-1.28801412,0.113942861,,
350,F3OSb,FALSE,12.433,3.661,2.6685,Indirect,-2.12592288,0.117480837,,
351,F3OV,FALSE,52.288,-323.137,4.1344,Indirect,-2.82213888,-0.307522175,2.623103713,2.700562803
352,F3Xe,FALSE,-13.507,-8.003,2.634,Indirect,-0.485624125,0.043393204,4.389899651,3.644176511
